19:07:01.619811 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:02.449367 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:03.452027 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:04.622817 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:04.840262 ARP, Request who-has 192.168.184.132 (Broadcast) tell 192.168.184.131, length 46
19:07:04.840945 ARP, Reply 192.168.184.132 is-at 00:0c:29:89:bb:aa (oui Unknown), length 46
19:07:05.040806 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:05.450558 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:06.043188 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:06.449101 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:07.043045 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:07.629265 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:07.756949 IP 192.168.184.1.51252 > 239.255.255.250.1900: UDP, length 174
19:07:08.451242 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:08.760092 IP 192.168.184.1.51252 > 239.255.255.250.1900: UDP, length 174
19:07:09.045196 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:09.451225 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:09.760228 IP 192.168.184.1.51252 > 239.255.255.250.1900: UDP, length 174
19:07:10.046685 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:10.632524 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:10.761448 IP 192.168.184.1.51252 > 239.255.255.250.1900: UDP, length 174
19:07:11.046675 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:11.452645 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:12.451937 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:13.047367 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:13.637385 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:14.045034 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:14.450992 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:15.046835 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:07:15.449035 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:16.643481 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:17.451972 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:07:18.049667 IP 192.168.184.131.52872 > 192.168.184.132.mysql: Flags [FPU], seq 1457053313, win 1024, urg 0, length 0
19:09:18.572845 IP 192.168.184.129.9010 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:18.654771 IP 192.168.184.131.52222 > 192.168.184.129.8873: Flags [FPU], seq 2447957528, win 1024, urg 0, length 0
19:09:18.655007 IP 192.168.184.129.8873 > 192.168.184.131.52222: Flags [R.], seq 0, ack 2447957529, win 0, length 0
19:09:18.736882 IP 192.168.184.131.52221 > 192.168.184.129.3324: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:18.736941 IP 192.168.184.129.3324 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:18.819014 IP 192.168.184.131.52221 > 192.168.184.129.3300: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:18.819072 IP 192.168.184.129.3300 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:18.901078 IP 192.168.184.131.52221 > 192.168.184.129.1061: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:18.901139 IP 192.168.184.129.1061 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:18.983499 IP 192.168.184.131.52221 > 192.168.184.129.daytime: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:18.983558 IP 192.168.184.129.daytime > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:19.065337 IP 192.168.184.131.52221 > 192.168.184.129.cisco-sccp: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:19.065381 IP 192.168.184.129.cisco-sccp > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:19.147497 IP 192.168.184.131.52221 > 192.168.184.129.rootd: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:19.147574 IP 192.168.184.129.rootd > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:19.229504 IP 192.168.184.131.52222 > 192.168.184.129.cisco-sccp: Flags [FPU], seq 2447957528, win 1024, urg 0, length 0
19:09:19.229564 IP 192.168.184.129.cisco-sccp > 192.168.184.131.52222: Flags [R.], seq 0, ack 2447957529, win 0, length 0
19:09:19.311514 IP 192.168.184.131.52221 > 192.168.184.129.1062: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:19.311522 IP 192.168.184.129.1062 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:19.393753 IP 192.168.184.131.52221 > 192.168.184.129.51493: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:19.393764 IP 192.168.184.129.51493 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:19.475568 IP 192.168.184.131.52221 > 192.168.184.129.8002: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:19.475612 IP 192.168.184.129.8002 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:19.557588 IP 192.168.184.131.52221 > 192.168.184.129.1500: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:19.557647 IP 192.168.184.129.1500 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:19.639668 IP 192.168.184.131.52222 > 192.168.184.129.8002: Flags [FPU], seq 2447957528, win 1024, urg 0, length 0
19:09:19.639731 IP 192.168.184.129.8002 > 192.168.184.131.52222: Flags [R.], seq 0, ack 2447957529, win 0, length 0
19:09:19.722286 IP 192.168.184.131.52221 > 192.168.184.129.555: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:19.722292 IP 192.168.184.129.555 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:19.803681 IP 192.168.184.131.52221 > 192.168.184.129.1052: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:19.803688 IP 192.168.184.129.1052 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:19.885785 IP 192.168.184.131.52221 > 192.168.184.129.1026: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:19.885827 IP 192.168.184.129.1026 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:19.966863 IP 192.168.184.131.52221 > 192.168.184.129.rsync: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:19.966932 IP 192.168.184.129.rsync > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:20.048872 IP 192.168.184.131.52222 > 192.168.184.129.1026: Flags [FPU], seq 2447957528, win 1024, urg 0, length 0
19:09:20.048943 IP 192.168.184.129.1026 > 192.168.184.131.52222: Flags [R.], seq 0, ack 2447957529, win 0, length 0
19:09:20.131085 IP 192.168.184.131.52221 > 192.168.184.129.3809: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:20.131093 IP 192.168.184.129.3809 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:20.213099 IP 192.168.184.131.52221 > 192.168.184.129.212: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:20.213158 IP 192.168.184.129.212 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:20.295114 IP 192.168.184.131.52221 > 192.168.184.129.3372: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:20.295178 IP 192.168.184.129.3372 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:20.377085 IP 192.168.184.131.52221 > 192.168.184.129.2009: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:20.377093 IP 192.168.184.129.2009 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:20.459187 IP 192.168.184.131.52222 > 192.168.184.129.3372: Flags [FPU], seq 2447957528, win 1024, urg 0, length 0
19:09:20.459194 IP 192.168.184.129.3372 > 192.168.184.131.52222: Flags [R.], seq 0, ack 2447957529, win 0, length 0
19:09:20.541198 IP 192.168.184.131.52221 > 192.168.184.129.32782: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:20.541209 IP 192.168.184.129.32782 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:20.623294 IP 192.168.184.131.52221 > 192.168.184.129.616: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:20.623301 IP 192.168.184.129.616 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:20.705084 IP 192.168.184.131.52221 > 192.168.184.129.1296: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:20.705160 IP 192.168.184.129.1296 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:20.787279 IP 192.168.184.131.52221 > 192.168.184.129.1875: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:20.787322 IP 192.168.184.129.1875 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:20.869221 IP 192.168.184.131.52221 > 192.168.184.129.1166: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:20.869477 IP 192.168.184.129.1166 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:20.951410 IP 192.168.184.131.52221 > 192.168.184.129.1123: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:20.951460 IP 192.168.184.129.1123 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:21.033333 IP 192.168.184.131.52222 > 192.168.184.129.1166: Flags [FPU], seq 2447957528, win 1024, urg 0, length 0
19:09:21.033340 IP 192.168.184.129.1166 > 192.168.184.131.52222: Flags [R.], seq 0, ack 2447957529, win 0, length 0
19:09:21.115378 IP 192.168.184.131.52221 > 192.168.184.129.2200: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:21.115429 IP 192.168.184.129.2200 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:21.197547 IP 192.168.184.131.52221 > 192.168.184.129.64623: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:21.197560 IP 192.168.184.129.64623 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:21.279323 IP 192.168.184.131.52221 > 192.168.184.129.5800: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:21.279413 IP 192.168.184.129.5800 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:21.361402 IP 192.168.184.131.52221 > 192.168.184.129.5850: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:21.361643 IP 192.168.184.129.5850 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:21.443501 IP 192.168.184.131.52222 > 192.168.184.129.5800: Flags [FPU], seq 2447957528, win 1024, urg 0, length 0
19:09:21.443545 IP 192.168.184.129.5800 > 192.168.184.131.52222: Flags [R.], seq 0, ack 2447957529, win 0, length 0
19:09:21.525643 IP 192.168.184.131.52221 > 192.168.184.129.1687: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:21.525651 IP 192.168.184.129.1687 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:21.607551 IP 192.168.184.131.52221 > 192.168.184.129.10009: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:21.607595 IP 192.168.184.129.10009 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:21.689702 IP 192.168.184.131.52221 > 192.168.184.129.7627: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:21.689754 IP 192.168.184.129.7627 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:21.771883 IP 192.168.184.131.52221 > 192.168.184.129.5960: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:21.771932 IP 192.168.184.129.5960 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:21.853617 IP 192.168.184.131.52222 > 192.168.184.129.7627: Flags [FPU], seq 2447957528, win 1024, urg 0, length 0
19:09:21.853678 IP 192.168.184.129.7627 > 192.168.184.131.52222: Flags [R.], seq 0, ack 2447957529, win 0, length 0
19:09:21.937784 IP 192.168.184.131.52221 > 192.168.184.129.1045: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:21.937791 IP 192.168.184.129.1045 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:22.019260 IP 192.168.184.131.52221 > 192.168.184.129.1056: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:22.019310 IP 192.168.184.129.1056 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:22.101395 IP 192.168.184.131.52221 > 192.168.184.129.1079: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:22.101601 IP 192.168.184.129.1079 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:22.183371 IP 192.168.184.131.52221 > 192.168.184.129.49159: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:22.183379 IP 192.168.184.129.49159 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:22.265322 IP 192.168.184.131.52221 > 192.168.184.129.6699: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:22.265366 IP 192.168.184.129.6699 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:22.347456 IP 192.168.184.131.52221 > 192.168.184.129.3986: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:22.347503 IP 192.168.184.129.3986 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:22.429775 IP 192.168.184.131.52222 > 192.168.184.129.6699: Flags [FPU], seq 2447957528, win 1024, urg 0, length 0
19:09:22.429782 IP 192.168.184.129.6699 > 192.168.184.131.52222: Flags [R.], seq 0, ack 2447957529, win 0, length 0
19:09:22.511331 IP 192.168.184.131.52221 > 192.168.184.129.1119: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:22.511475 IP 192.168.184.129.1119 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:22.593398 IP 192.168.184.131.52221 > 192.168.184.129.cvspserver: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:22.593463 IP 192.168.184.129.cvspserver > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:22.675712 IP 192.168.184.131.52221 > 192.168.184.129.27715: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:22.675761 IP 192.168.184.129.27715 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:22.757579 IP 192.168.184.131.52221 > 192.168.184.129.32780: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:22.757590 IP 192.168.184.129.32780 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:22.839657 IP 192.168.184.131.52222 > 192.168.184.129.27715: Flags [FPU], seq 2447957528, win 1024, urg 0, length 0
19:09:22.839664 IP 192.168.184.129.27715 > 192.168.184.131.52222: Flags [R.], seq 0, ack 2447957529, win 0, length 0
19:09:22.921647 IP 192.168.184.131.52221 > 192.168.184.129.1117: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:22.921812 IP 192.168.184.129.1117 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:23.003627 IP 192.168.184.131.52221 > 192.168.184.129.1048: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:23.003634 IP 192.168.184.129.1048 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:23.085816 IP 192.168.184.131.52221 > 192.168.184.129.49163: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:23.085823 IP 192.168.184.129.49163 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:23.167642 IP 192.168.184.131.52221 > 192.168.184.129.5989: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:23.167847 IP 192.168.184.129.5989 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:23.249691 IP 192.168.184.131.52222 > 192.168.184.129.49163: Flags [FPU], seq 2447957528, win 1024, urg 0, length 0
19:09:23.249734 IP 192.168.184.129.49163 > 192.168.184.131.52222: Flags [R.], seq 0, ack 2447957529, win 0, length 0
19:09:23.331891 IP 192.168.184.131.52221 > 192.168.184.129.27353: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:23.331935 IP 192.168.184.129.27353 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:23.413880 IP 192.168.184.131.52221 > 192.168.184.129.25735: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:23.413887 IP 192.168.184.129.25735 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:23.495981 IP 192.168.184.131.52221 > 192.168.184.129.57797: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:23.495989 IP 192.168.184.129.57797 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:23.577878 IP 192.168.184.131.52221 > 192.168.184.129.912: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:23.577930 IP 192.168.184.129.912 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:23.659956 IP 192.168.184.131.52222 > 192.168.184.129.57797: Flags [FPU], seq 2447957528, win 1024, urg 0, length 0
19:09:23.660002 IP 192.168.184.129.57797 > 192.168.184.131.52222: Flags [R.], seq 0, ack 2447957529, win 0, length 0
19:09:23.742785 IP 192.168.184.131.52221 > 192.168.184.129.8600: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:23.742844 IP 192.168.184.129.8600 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:23.823980 IP 192.168.184.131.52223 > 192.168.184.129.57797: Flags [FPU], seq 2448154139, win 1024, urg 0, length 0
19:09:23.823988 IP 192.168.184.129.57797 > 192.168.184.131.52223: Flags [R.], seq 0, ack 2448154140, win 0, length 0
19:09:23.905985 IP 192.168.184.131.52221 > 192.168.184.129.klogin: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:23.905993 IP 192.168.184.129.klogin > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:23.989919 IP 192.168.184.131.52221 > 192.168.184.129.snpp: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:23.989985 IP 192.168.184.129.snpp > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:24.072082 IP 192.168.184.131.52221 > 192.168.184.129.1801: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:24.072090 IP 192.168.184.129.1801 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:24.153889 IP 192.168.184.131.52221 > 192.168.184.129.3905: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:24.153948 IP 192.168.184.129.3905 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:24.236095 IP 192.168.184.131.52222 > 192.168.184.129.1801: Flags [FPU], seq 2447957528, win 1024, urg 0, length 0
19:09:24.236102 IP 192.168.184.129.1801 > 192.168.184.131.52222: Flags [R.], seq 0, ack 2447957529, win 0, length 0
19:09:24.317980 IP 192.168.184.131.52221 > 192.168.184.129.swat: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:24.318192 IP 192.168.184.129.swat > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:24.400152 IP 192.168.184.131.52221 > 192.168.184.129.3703: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:24.400210 IP 192.168.184.129.3703 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:24.482224 IP 192.168.184.131.52221 > 192.168.184.129.5087: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:24.482232 IP 192.168.184.129.5087 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:24.564236 IP 192.168.184.131.52221 > 192.168.184.129.2190: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:24.564278 IP 192.168.184.129.2190 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:24.646192 IP 192.168.184.131.52222 > 192.168.184.129.5087: Flags [FPU], seq 2447957528, win 1024, urg 0, length 0
19:09:24.646236 IP 192.168.184.129.5087 > 192.168.184.131.52222: Flags [R.], seq 0, ack 2447957529, win 0, length 0
19:09:24.728367 IP 192.168.184.131.52221 > 192.168.184.129.981: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:24.728445 IP 192.168.184.129.981 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:24.810191 IP 192.168.184.131.52221 > 192.168.184.129.5560: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:24.810418 IP 192.168.184.129.5560 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:24.892420 IP 192.168.184.131.52221 > 192.168.184.129.1069: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:24.892479 IP 192.168.184.129.1069 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:24.974388 IP 192.168.184.131.52221 > 192.168.184.129.1059: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:24.974395 IP 192.168.184.129.1059 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:25.056443 IP 192.168.184.131.52222 > 192.168.184.129.1069: Flags [FPU], seq 2447957528, win 1024, urg 0, length 0
19:09:25.056451 IP 192.168.184.129.1069 > 192.168.184.131.52222: Flags [R.], seq 0, ack 2447957529, win 0, length 0
19:09:25.138385 IP 192.168.184.131.52221 > 192.168.184.129.7676: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:25.138452 IP 192.168.184.129.7676 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:25.220423 IP 192.168.184.131.52221 > 192.168.184.129.2099: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:25.220467 IP 192.168.184.129.2099 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:25.302631 IP 192.168.184.131.52221 > 192.168.184.129.10626: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:25.302683 IP 192.168.184.129.10626 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:25.384502 IP 192.168.184.131.52221 > 192.168.184.129.1700: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:25.384509 IP 192.168.184.129.1700 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:25.466587 IP 192.168.184.131.52221 > 192.168.184.129.8194: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:25.466595 IP 192.168.184.129.8194 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:25.548626 IP 192.168.184.131.52221 > 192.168.184.129.1138: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:25.548674 IP 192.168.184.129.1138 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:25.630644 IP 192.168.184.131.52222 > 192.168.184.129.8194: Flags [FPU], seq 2447957528, win 1024, urg 0, length 0
19:09:25.630876 IP 192.168.184.129.8194 > 192.168.184.131.52222: Flags [R.], seq 0, ack 2447957529, win 0, length 0
19:09:25.712569 IP 192.168.184.131.52221 > 192.168.184.129.7999: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:25.712813 IP 192.168.184.129.7999 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:25.794605 IP 192.168.184.131.52221 > 192.168.184.129.radius: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:25.794649 IP 192.168.184.129.radius > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:25.876683 IP 192.168.184.131.52221 > 192.168.184.129.19842: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:25.876742 IP 192.168.184.129.19842 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:25.960234 IP 192.168.184.131.52221 > 192.168.184.129.6567: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:25.960242 IP 192.168.184.129.6567 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:26.042119 IP 192.168.184.131.52222 > 192.168.184.129.19842: Flags [FPU], seq 2447957528, win 1024, urg 0, length 0
19:09:26.042162 IP 192.168.184.129.19842 > 192.168.184.131.52222: Flags [R.], seq 0, ack 2447957529, win 0, length 0
19:09:26.124131 IP 192.168.184.131.52221 > 192.168.184.129.32770: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:26.124139 IP 192.168.184.129.32770 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:26.206273 IP 192.168.184.131.52221 > 192.168.184.129.18101: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:26.206281 IP 192.168.184.129.18101 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:26.288181 IP 192.168.184.131.52221 > 192.168.184.129.5298: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:26.288341 IP 192.168.184.129.5298 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:26.371792 IP 192.168.184.131.52221 > 192.168.184.129.6547: Flags [FPU], seq 2448023065, win 1024, urg 0, length 0
19:09:26.371797 IP 192.168.184.129.6547 > 192.168.184.131.52221: Flags [R.], seq 0, ack 2448023066, win 0, length 0
19:09:26.452579 IP 192.168.184.131.52222 > 192.168.184.129.5298: Flags [FPU], seq 2447957528, win 1024, urg 0, length 0
19:09:26.452624 IP 192.168.184.129.5298 > 192.168.184.131.52222: Flags [R.], seq 0, ack 2447957529, win 0, length 0
